Open,High,Low,Close,Moving Average 200,Moving Average 50,Exp Moving Average 10,Exp Moving Average 20
332.82,333.70,332.77,333.64,325.02,330.38,332.45,331.92
333.63,334.15,333.62,334.00,325.09,330.53,332.73,332.12
334.00,334.46,333.85,334.13,325.16,330.64,332.99,332.31
334.13,334.36,333.66,334.31,325.23,330.76,333.23,332.50
333.29,334.09,332.86,333.92,325.30,330.87,333.35,332.63
333.92,334.11,333.06,333.71,325.37,330.97,333.42,332.74
333.71,334.59,333.69,334.38,325.44,331.07,333.59,332.89
334.38,334.65,333.73,333.77,325.51,331.17,333.63,332.98
333.77,334.26,333.51,333.55,325.57,331.26,333.61,333.03
333.54,334.38,333.37,334.33,325.64,331.37,333.74,333.15
334.32,334.57,333.84,333.86,325.71,331.46,333.76,333.22
333.86,333.93,332.91,333.67,325.77,331.55,333.75,333.26
333.68,334.06,332.91,333.02,325.83,331.62,333.61,333.24
333.02,333.57,332.30,332.49,325.88,331.69,333.41,333.17
332.48,333.39,332.31,333.29,325.94,331.78,333.39,333.18
333.29,333.86,332.85,333.30,326.00,331.87,333.37,333.19
333.30,334.88,333.12,334.55,326.07,331.99,333.59,333.32
335.00,335.59,334.97,335.11,326.14,332.10,333.86,333.49
335.12,335.38,334.70,335.34,326.21,332.22,334.13,333.67
335.33,335.40,333.18,333.20,326.26,332.30,333.96,333.62
333.19,334.43,332.96,334.36,326.32,332.40,334.03,333.69
334.36,335.02,334.23,334.92,326.39,332.52,334.20,333.81
334.92,335.03,334.40,334.43,326.46,332.62,334.24,333.87
334.42,335.28,334.34,335.14,326.52,332.74,334.40,333.99
335.15,335.44,335.01,335.23,326.58,332.87,334.55,334.11
335.23,335.36,334.91,335.09,326.64,332.99,334.65,334.20
335.09,335.44,334.94,335.27,326.71,333.12,334.76,334.30
335.27,335.51,334.79,335.48,326.77,333.23,334.89,334.42
335.48,335.77,335.16,335.30,326.83,333.29,334.97,334.50
335.30,335.63,334.88,335.55,326.89,333.37,335.07,334.60
336.86,337.27,336.27,336.40,326.95,333.46,335.31,334.77
336.39,336.54,335.54,336.52,327.02,333.55,335.53,334.94
336.52,336.83,336.10,336.65,327.08,333.65,335.74,335.10
336.65,337.21,336.61,337.12,327.15,333.76,335.99,335.29
337.12,337.20,336.41,336.62,327.21,333.85,336.10,335.42
336.62,337.15,336.25,337.06,327.26,333.96,336.28,335.58
337.06,337.21,336.80,337.00,327.32,334.06,336.41,335.71
337.00,337.54,336.80,337.44,327.37,334.17,336.60,335.88
337.44,337.47,336.88,337.22,327.42,334.27,336.71,336.00
337.24,337.39,336.22,336.28,327.48,334.36,336.63,336.03
336.26,336.41,335.75,336.32,327.53,334.45,336.57,336.06
336.32,336.38,333.56,334.81,327.57,334.50,336.25,335.94
334.81,334.82,332.01,332.83,327.60,334.51,335.63,335.64
335.47,336.47,335.43,336.39,327.65,334.60,335.77,335.71
336.39,337.16,336.12,337.11,327.70,334.71,336.01,335.85
337.11,337.50,336.87,337.27,327.76,334.82,336.24,335.98
337.26,337.64,336.91,337.18,327.82,334.92,336.41,336.10
337.18,337.48,336.91,337.23,327.88,335.02,336.56,336.20
337.23,337.81,337.20,337.65,327.94,335.12,336.76,336.34
337.65,337.81,337.01,337.07,328.00,335.21,336.81,336.41
337.07,337.30,336.56,336.67,328.06,335.27,336.79,336.44
336.67,337.92,336.65,337.89,328.12,335.35,336.99,336.57
337.88,337.98,337.61,337.73,328.18,335.42,337.12,336.68
337.73,337.95,337.56,337.87,328.24,335.49,337.26,336.80
337.87,338.28,337.69,338.06,328.30,335.57,337.40,336.92
338.06,338.11,337.25,337.43,328.36,335.65,337.41,336.97
336.58,337.93,336.46,337.91,328.42,335.72,337.50,337.06
337.90,337.98,337.28,337.66,328.48,335.80,337.53,337.11
337.67,337.96,337.50,337.82,328.55,335.88,337.58,337.18
337.82,338.12,337.75,337.85,328.60,335.95,337.63,337.24
337.85,337.87,337.49,337.68,328.66,336.03,337.64,337.29
337.70,338.03,337.69,337.84,328.71,336.11,337.68,337.34
337.84,338.15,337.82,338.11,328.77,336.21,337.75,337.41
338.10,338.25,337.44,337.59,328.83,336.32,337.72,337.43
337.59,337.88,337.06,337.60,328.88,336.40,337.70,337.44
337.60,337.72,336.23,336.88,328.93,336.47,337.55,337.39
336.88,337.10,335.83,336.25,328.99,336.51,337.31,337.28
336.25,337.21,335.96,337.16,329.05,336.55,337.29,337.27
337.16,337.35,336.54,336.85,329.11,336.58,337.21,337.23
336.43,336.76,335.90,336.66,329.17,336.65,337.11,337.18
336.66,336.91,336.17,336.31,329.24,336.69,336.96,337.09
336.32,337.05,336.23,336.55,329.31,336.72,336.89,337.04
336.54,337.23,336.36,337.16,329.38,336.77,336.94,337.05
337.16,337.34,336.74,337.10,329.45,336.81,336.97,337.06
337.10,337.30,336.88,336.95,329.53,336.85,336.96,337.05
336.95,337.30,336.94,336.98,329.61,336.89,336.97,337.04
336.98,337.18,336.79,337.14,329.69,336.92,337.00,337.05
337.14,337.42,337.02,337.42,329.77,336.96,337.07,337.08
337.41,337.41,336.72,336.98,329.85,337.00,337.06,337.07
336.97,337.15,336.56,336.57,329.92,337.02,336.97,337.03
336.58,336.72,335.85,336.10,330.00,337.01,336.81,336.94
336.10,336.88,335.62,336.87,330.09,337.02,336.82,336.93
337.91,338.17,337.71,337.89,330.17,337.04,337.02,337.02
337.89,337.98,337.48,337.93,330.26,337.06,337.18,337.11
337.93,338.34,337.91,338.02,330.34,337.09,337.33,337.20
338.03,338.19,337.73,338.17,330.43,337.11,337.49,337.29
338.16,338.18,337.74,338.01,330.52,337.13,337.58,337.36
338.02,338.06,337.76,337.84,330.59,337.14,337.63,337.40
337.84,338.19,337.83,338.13,330.67,337.15,337.72,337.47
338.16,338.17,338.00,338.06,330.75,337.19,337.78,337.53
338.06,338.16,337.96,338.06,330.83,337.22,337.83,337.58
338.06,338.16,337.97,338.06,330.91,337.29,337.87,337.62
338.07,338.14,337.81,337.92,330.99,337.39,337.88,337.65
337.91,337.96,337.58,337.88,331.07,337.42,337.88,337.67
337.88,338.16,337.72,337.87,331.14,337.44,337.88,337.69
338.32,339.07,338.18,338.40,331.22,337.46,337.97,337.76
338.40,338.45,336.77,336.80,331.29,337.45,337.76,337.67
336.80,337.78,336.61,337.77,331.37,337.46,337.76,337.68
337.77,338.31,337.67,338.24,331.45,337.47,337.85,337.73
338.24,338.46,338.24,338.38,331.52,337.50,337.94,337.79
338.38,338.55,338.24,338.49,331.60,337.54,338.04,337.86
338.49,338.80,338.49,338.72,331.68,337.55,338.17,337.94
338.72,338.89,338.49,338.67,331.76,337.57,338.26,338.01
338.67,338.94,338.65,338.73,331.84,337.59,338.34,338.08
338.73,338.88,338.53,338.78,331.92,337.60,338.42,338.15
338.79,338.99,338.70,338.87,332.00,337.63,338.50,338.21
338.87,339.10,338.61,338.78,332.08,337.65,338.55,338.27
338.77,338.93,338.28,338.60,332.16,337.67,338.56,338.30
339.11,339.20,338.62,338.78,332.24,337.69,338.60,338.34
338.78,339.15,338.73,339.14,332.32,337.71,338.70,338.42
339.14,339.33,339.06,339.24,332.40,337.74,338.80,338.50
339.24,339.38,339.00,339.31,332.48,337.77,338.89,338.58
339.31,339.61,339.26,339.50,332.57,337.80,339.00,338.66
339.50,339.52,339.29,339.41,332.66,337.84,339.07,338.73
339.41,339.43,339.04,339.18,332.74,337.87,339.09,338.78
339.18,339.32,339.11,339.19,332.81,337.92,339.11,338.82
339.18,339.43,339.18,339.37,332.89,337.98,339.16,338.87
339.37,339.59,337.80,338.16,332.96,338.00,338.98,338.80
338.16,338.80,337.93,338.64,333.04,338.03,338.91,338.79
338.64,338.79,337.70,337.90,333.11,338.06,338.73,338.70
337.89,338.06,336.62,337.21,333.17,338.08,338.45,338.56
335.33,336.78,335.22,336.74,333.24,338.08,338.14,338.39
336.75,337.33,336.52,337.15,333.30,338.08,337.96,338.27
337.15,337.53,336.84,337.16,333.36,338.08,337.82,338.16
337.16,337.26,336.76,337.24,333.42,338.09,337.71,338.07
337.23,337.82,337.09,337.69,333.49,338.10,337.71,338.04
337.69,337.86,337.52,337.59,333.57,338.11,337.68,337.99
337.59,337.71,337.25,337.32,333.66,338.11,337.62,337.93
337.32,337.52,337.13,337.46,333.74,338.12,337.59,337.89
337.47,337.75,337.43,337.58,333.82,338.14,337.59,337.86
337.58,338.12,337.53,338.05,333.89,338.18,337.67,337.88
338.05,338.24,337.89,338.22,333.97,338.20,337.77,337.91
338.22,338.61,337.77,338.03,334.04,338.21,337.82,337.92
338.03,338.80,337.84,338.26,334.11,338.21,337.90,337.95
337.86,338.67,337.55,338.62,334.19,338.23,338.03,338.02
338.64,338.79,337.93,338.48,334.26,338.23,338.11,338.06
338.49,338.94,338.42,338.63,334.33,338.24,338.21,338.11
338.63,338.69,338.18,338.53,334.41,338.26,338.27,338.15
338.55,338.65,337.90,337.97,334.48,338.26,338.21,338.14
337.97,338.79,337.92,338.66,334.55,338.27,338.29,338.19
338.67,338.75,338.48,338.57,334.62,338.28,338.34,338.22
338.57,338.76,338.33,338.58,334.70,338.29,338.39,338.26
338.58,338.96,338.52,338.85,334.77,338.31,338.47,338.31
338.85,339.07,338.68,339.05,334.85,338.33,338.58,338.38
339.05,339.46,339.05,339.35,334.94,338.36,338.72,338.47
339.34,339.72,339.32,339.49,335.02,338.38,338.86,338.57
339.49,339.67,339.12,339.45,335.11,338.43,338.96,338.66
342.13,342.24,341.53,341.88,335.20,338.52,339.49,338.96
341.88,342.41,341.35,342.06,335.30,338.59,339.96,339.26
342.06,342.29,341.06,341.31,335.39,338.65,340.21,339.45
341.31,341.86,341.18,341.42,335.47,338.71,340.43,339.64
341.42,341.98,341.37,341.77,335.55,338.77,340.67,339.84
341.78,342.07,341.67,341.71,335.62,338.83,340.86,340.02
341.72,341.93,341.60,341.69,335.68,338.89,341.01,340.18
341.69,342.06,341.66,341.81,335.75,338.95,341.16,340.33
341.81,341.87,341.50,341.77,335.81,339.01,341.27,340.47
341.78,341.98,341.64,341.78,335.88,339.07,341.36,340.60
341.78,341.79,341.29,341.51,335.94,339.13,341.39,340.68
341.51,341.92,341.14,341.92,336.01,339.19,341.48,340.80
341.91,343.00,341.80,342.92,336.08,339.27,341.74,341.00
343.53,343.70,342.86,343.35,336.15,339.35,342.04,341.23
343.35,343.36,342.51,342.72,336.21,339.42,342.16,341.37
342.72,342.94,342.27,342.75,336.28,339.48,342.27,341.50
342.75,343.48,342.65,343.13,336.35,339.56,342.42,341.65
343.14,343.20,342.35,342.71,336.42,339.63,342.48,341.76
342.71,343.01,342.35,342.84,336.49,339.70,342.54,341.86
342.84,343.16,342.72,343.06,336.56,339.77,342.64,341.97
343.06,343.35,342.83,343.28,336.63,339.88,342.75,342.10
343.28,343.39,343.15,343.19,336.70,339.97,342.83,342.20
343.19,343.62,343.01,343.59,336.77,340.08,342.97,342.33
343.59,343.80,343.50,343.74,336.84,340.21,343.11,342.47
343.74,344.09,343.53,344.05,336.92,340.36,343.28,342.62
344.04,344.21,343.89,344.10,336.99,340.50,343.43,342.76
344.72,344.80,344.17,344.66,337.07,340.65,343.65,342.94
344.66,344.91,344.45,344.90,337.15,340.80,343.88,343.13
344.90,345.33,344.86,345.24,337.23,340.95,344.13,343.33
345.24,345.47,345.08,345.45,337.31,341.11,344.37,343.53
345.45,346.09,345.37,346.00,337.39,341.28,344.66,343.76
345.99,347.03,345.90,346.87,337.47,341.47,345.06,344.06
346.88,346.95,346.31,346.61,337.54,341.65,345.35,344.30
346.61,347.00,346.60,346.68,337.62,341.82,345.59,344.53
346.69,347.03,346.65,347.02,337.69,342.00,345.85,344.77
347.03,347.86,346.95,347.78,337.77,342.19,346.20,345.05
347.78,347.83,346.36,346.53,337.85,342.36,346.26,345.20
346.54,347.74,346.30,347.72,337.93,342.54,346.53,345.44
347.72,347.81,347.17,347.56,338.01,342.72,346.71,345.64
348.50,349.50,347.46,349.26,338.09,342.94,347.18,345.98
349.26,349.35,347.51,349.21,338.18,343.15,347.55,346.29
349.21,349.64,348.69,349.54,338.27,343.38,347.91,346.60
349.53,349.90,348.77,348.97,338.35,343.59,348.10,346.83
348.98,349.87,348.57,349.54,338.44,343.81,348.36,347.08
349.54,349.55,348.20,348.23,338.52,344.00,348.34,347.19
348.22,348.57,346.53,347.02,338.59,344.16,348.10,347.18
347.02,348.38,346.62,348.26,338.67,344.35,348.13,347.28
348.26,348.70,347.59,348.66,338.76,344.53,348.22,347.41
348.66,349.40,348.52,349.40,338.85,344.73,348.44,347.60
349.40,349.51,348.88,349.12,338.93,344.93,348.56,347.74
349.12,349.70,348.76,349.45,339.02,345.08,348.72,347.91
349.46,349.57,348.17,348.32,339.10,345.20,348.65,347.95
349.45,349.58,348.61,349.29,339.18,345.36,348.77,348.07
349.29,349.35,348.56,348.85,339.26,345.51,348.78,348.15
348.86,349.13,348.15,348.40,339.33,345.64,348.71,348.17
348.40,349.32,348.26,349.20,339.40,345.79,348.80,348.27
349.19,349.44,349.01,349.30,339.48,345.94,348.89,348.37
349.30,349.52,349.17,349.23,339.56,346.09,348.95,348.45
349.23,349.71,349.07,349.67,339.64,346.25,349.08,348.57
349.68,349.68,348.81,348.81,339.71,346.39,349.03,348.59
348.82,349.42,348.75,349.25,339.79,346.55,349.07,348.65
349.25,349.56,348.99,349.51,339.86,346.70,349.15,348.73
349.50,349.92,349.34,349.78,339.94,346.84,349.27,348.83
349.78,350.61,349.69,350.39,340.02,346.98,349.47,348.98
350.39,350.72,350.24,350.55,340.11,347.13,349.67,349.13
350.35,350.67,349.87,350.03,340.19,347.28,349.73,349.22
350.02,350.49,349.85,350.16,340.28,347.42,349.81,349.31
350.16,350.68,350.10,350.63,340.37,347.58,349.96,349.43
350.63,350.85,349.09,349.47,340.45,347.71,349.87,349.44
349.49,350.39,349.17,350.14,340.53,347.85,349.92,349.50
350.15,350.71,350.00,350.41,340.60,347.99,350.01,349.59
350.41,350.55,350.09,350.51,340.68,348.14,350.10,349.68
350.51,350.72,350.35,350.58,340.77,348.28,350.19,349.76
350.59,350.88,350.50,350.62,340.85,348.42,350.27,349.84
350.62,350.73,350.33,350.38,340.93,348.54,350.29,349.90
350.38,350.88,350.18,350.78,341.01,348.68,350.38,349.98
350.79,350.83,349.88,350.47,341.08,348.79,350.39,350.03
350.47,351.30,349.77,349.77,341.16,348.89,350.28,350.00
350.24,350.59,349.24,350.47,341.23,349.00,350.31,350.05
350.48,351.40,350.18,351.38,341.31,349.12,350.51,350.17
351.38,351.40,350.60,350.66,341.39,349.21,350.54,350.22
350.66,351.22,350.39,350.80,341.47,349.29,350.58,350.27
350.80,351.07,350.64,350.76,341.54,349.37,350.62,350.32
350.76,351.18,350.69,350.96,341.62,349.46,350.68,350.38
350.96,351.21,350.80,351.21,341.69,349.54,350.77,350.46
351.21,351.21,350.85,351.00,341.76,349.60,350.82,350.51
351.01,351.49,350.93,351.32,341.83,349.70,350.91,350.59
351.33,351.81,351.25,351.73,341.91,349.78,351.06,350.70
351.73,351.91,351.60,351.84,341.98,349.87,351.20,350.81
351.84,351.90,351.39,351.52,342.05,349.91,351.26,350.87
351.53,352.69,351.41,352.58,342.13,349.98,351.50,351.04
354.64,354.69,353.53,353.75,342.21,350.06,351.91,351.30
353.75,354.97,353.43,354.95,342.31,350.18,352.46,351.64
354.95,355.29,354.42,354.89,342.40,350.29,352.90,351.95
354.89,355.08,354.11,354.45,342.50,350.41,353.18,352.19
354.45,354.86,353.66,354.79,342.61,350.57,353.47,352.44
354.79,355.51,354.54,355.42,342.70,350.71,353.83,352.72
355.42,355.78,355.34,355.58,342.80,350.85,354.15,352.99
355.58,356.51,355.40,356.46,342.89,350.99,354.57,353.32
356.45,356.74,356.36,356.43,342.99,351.14,354.91,353.62
356.43,356.68,355.81,356.54,343.08,351.28,355.20,353.90
356.54,356.93,356.35,356.75,343.18,351.45,355.48,354.17
356.75,357.90,356.67,357.66,343.28,351.62,355.88,354.50
357.66,358.75,357.48,357.73,343.39,351.79,356.22,354.81
355.85,356.38,355.16,355.80,343.48,351.94,356.14,354.90
355.77,355.92,352.01,352.74,343.55,352.01,355.52,354.70
352.74,353.15,350.35,351.33,343.62,352.05,354.76,354.38
351.33,351.48,345.20,347.28,343.67,352.01,353.40,353.70
347.28,349.40,346.51,348.05,343.72,351.98,352.43,353.16
348.06,348.85,347.14,347.55,343.77,351.96,351.54,352.63
347.55,347.81,345.49,345.66,343.81,351.88,350.47,351.96
345.66,346.98,344.26,346.92,343.85,351.83,349.83,351.48
346.91,346.91,344.70,345.58,343.89,351.75,349.05,350.92
345.59,346.40,344.66,345.52,343.93,351.65,348.41,350.41
345.51,347.00,343.97,344.00,343.96,351.52,347.61,349.80
344.00,344.66,342.79,342.91,343.99,351.38,346.75,349.14
342.91,345.92,342.59,345.56,344.02,351.29,346.54,348.80
346.07,347.83,343.05,343.56,344.05,351.14,346.00,348.30
343.55,344.72,339.08,339.25,344.07,350.94,344.77,347.44
339.24,340.13,334.87,338.42,344.08,350.71,343.62,346.58
338.41,338.79,335.42,336.39,344.07,350.42,342.30,345.61
336.40,339.55,336.27,339.21,344.09,350.20,341.74,345.00
339.22,340.55,338.05,340.50,344.10,350.00,341.51,344.57
340.50,341.60,340.06,340.91,344.13,349.80,341.40,344.22
340.91,340.91,338.60,339.31,344.14,349.58,341.02,343.75
339.31,340.58,338.46,340.36,344.16,349.37,340.90,343.43
340.36,341.61,339.69,341.50,344.18,349.19,341.01,343.25
341.49,344.63,341.06,344.56,344.22,349.09,341.66,343.37
344.57,345.40,343.31,344.98,344.26,348.98,342.26,343.53
344.99,345.01,342.26,342.51,344.28,348.80,342.31,343.43
336.74,336.98,333.86,336.70,344.28,348.52,341.29,342.79
336.70,337.62,334.80,337.45,344.28,348.26,340.59,342.28
337.45,338.06,335.12,335.85,344.28,347.96,339.73,341.67
335.85,337.36,335.33,336.43,344.28,347.67,339.13,341.17
336.41,336.64,334.43,335.49,344.27,347.35,338.47,340.63
335.49,336.65,335.29,335.83,344.26,347.05,337.99,340.17
335.83,336.99,335.50,336.77,344.26,346.76,337.77,339.85
336.77,337.28,336.02,336.89,344.25,346.46,337.61,339.57
336.88,337.74,336.47,337.17,344.25,346.17,337.53,339.34
337.17,337.56,335.29,335.43,344.23,345.85,337.15,338.97
335.42,335.42,333.03,334.50,344.22,345.49,336.66,338.54
334.49,335.04,332.88,335.00,344.20,345.11,336.36,338.20
335.00,335.51,332.88,333.14,344.18,344.67,335.78,337.72
337.52,338.16,336.61,338.16,344.18,344.34,336.21,337.76
338.16,339.84,338.11,339.41,344.18,344.04,336.79,337.92
339.41,339.87,339.02,339.37,344.19,343.73,337.26,338.06
339.39,340.35,338.92,340.03,344.20,343.42,337.76,338.25
340.03,340.56,339.80,340.25,344.21,343.12,338.22,338.44
340.27,340.82,337.14,340.57,344.23,342.80,338.64,338.64
340.57,341.39,340.55,341.15,344.25,342.49,339.10,338.88
341.15,342.23,341.15,341.77,344.27,342.20,339.58,339.15
341.76,342.09,341.04,341.14,344.28,341.88,339.87,339.34
341.15,341.55,340.70,340.98,344.29,341.55,340.07,339.50
340.98,341.99,340.98,341.68,344.31,341.23,340.36,339.71
341.67,342.43,341.67,342.24,344.33,340.96,340.70,339.95
342.24,342.46,339.63,339.76,344.33,340.70,340.53,339.93
341.75,342.43,341.20,341.61,344.35,340.51,340.73,340.09
341.62,342.53,341.30,341.30,344.36,340.39,340.83,340.21
341.30,342.22,338.64,338.80,344.36,340.20,340.46,340.07
338.80,340.82,338.12,340.81,344.37,340.07,340.53,340.14
340.81,340.83,339.16,339.43,344.37,339.94,340.33,340.07
339.43,339.95,338.31,338.84,344.38,339.78,340.06,339.96
338.84,339.16,337.33,338.51,344.37,339.64,339.77,339.82
338.50,339.60,338.22,338.52,344.37,339.50,339.55,339.69
338.52,339.20,337.57,337.78,344.36,339.37,339.23,339.51
337.78,338.51,334.18,334.28,344.33,339.20,338.33,339.01
334.26,336.24,334.11,336.02,344.32,339.01,337.91,338.73
336.03,336.11,332.85,334.02,344.29,338.82,337.20,338.28
334.04,335.65,333.56,333.66,344.26,338.71,336.56,337.84
335.79,336.53,333.94,334.18,344.24,338.62,336.12,337.49
334.17,336.05,333.71,335.46,344.22,338.60,336.00,337.30
335.46,336.59,334.54,335.62,344.21,338.53,335.93,337.14
335.65,336.97,335.26,335.56,344.20,338.43,335.87,336.99
335.55,335.57,334.70,334.80,344.19,338.31,335.67,336.78
334.79,335.86,334.38,335.25,344.18,338.23,335.60,336.63
335.24,335.24,333.06,333.14,344.16,338.09,335.15,336.30
333.14,333.53,331.59,331.70,344.13,337.89,334.52,335.86
331.70,332.73,331.00,331.48,344.10,337.63,333.97,335.45
331.48,333.13,331.13,332.41,344.08,337.38,333.68,335.16
332.41,334.32,332.40,333.62,344.06,337.20,333.67,335.01
333.60,334.92,332.36,334.71,344.04,337.16,333.86,334.98
334.73,335.36,333.82,334.07,344.03,337.09,333.90,334.89
